"Unique ID","Sales Date","Deposit Date","Store ID","Retek Code","Pickupt Code","Deposit Slip No","Collection Bank",Location,"Deposit Amount"
2767961,,2024-10-28,,,57188,5718800599,"AXIS Cash",PUNE,3500.00
2767962,,2024-10-28,,,57188,5718800600,"AXIS Cash",PUNE,6600.00
2767963,,2024-10-28,,,57189,5718900784,"AXIS Cash",HYDER,80.00
2767964,,2024-10-28,,,57189,5718900785,"AXIS Cash",HYDER,5380.00
2767965,,2024-10-28,,,57190,5719000494,"AXIS Cash",SURAT,111711.00
2772633,,2024-10-28,,,,,SBICASHMIS,,78920.00
2768318,,2024-10-28,,,85491,64696109,"AXIS Cash",BANGL,15750.00
2772555,,2024-10-28,,,,,SBICASHMIS,,883300.00
2772556,,2024-10-28,,,,,SBICASHMIS,,76800.00
2772557,,2024-10-28,,,,,SBICASHMIS,,319930.00
2772558,,2024-10-28,,,,,SBICASHMIS,,261300.00
2771466,,2024-10-28,,,,,SBICASHMIS,,115200.00
2770925,,2024-10-28,,,57791,5779100392,"AXIS Cash",BANGL,1200.00
2770926,,2024-10-28,,,57845,5784500260,"AXIS Cash",MUMBA,12840.00
2770921,,2024-10-28,,,57543,5754300495,"AXIS Cash",DELHI,6600.00
2773453,,2024-10-28,,,,,SBICASHMIS,,346850.00
2773454,,2024-10-28,,,,,SBICASHMIS,,252500.00
2773455,,2024-10-28,,,,,SBICASHMIS,,149250.00
2773456,,2024-10-28,,,,,SBICASHMIS,,61000.00
2773457,,2024-10-28,,,,,SBICASHMIS,,325750.00
2770899,,2024-10-28,,,57190,579000493,"AXIS Cash",SURAT,86544.00
2770901,,2024-10-28,,,57111,5711100820,"AXIS Cash",CHENN,7010.00
2770903,,2024-10-28,,,57128,5712800694,"AXIS Cash",MUMBA,830.00
2770904,,2024-10-28,,,57129,5712900712,"AXIS Cash",BANGL,8400.00
2770910,,2024-10-28,,,57159,5715900147,"AXIS Cash",BANGL,4560.00
2770916,,2024-10-28,,,57194,5719400496,"AXIS Cash",LUCKN,32800.00
2770917,,2024-10-25,,,57200,5720000256,"AXIS Cash",LUCKN,2500.00
2770918,,2024-10-25,,,57217,5721700421,"AXIS Cash",DELHI,14000.00
2770919,,2024-10-25,,,57279,5727900400,"AXIS Cash",DELHI,4200.00
2770920,,2024-10-25,,,57543,5754300494,"AXIS Cash",DELHI,4500.00
2770911,,2024-10-25,,,57160,5716000439,"AXIS Cash",COIMB,14440.00
2770912,,2024-10-25,,,57168,5716800517,"AXIS Cash",DELHI,5200.00
2770913,,2024-10-25,,,57184,5718400776,"AXIS Cash",CALIC,1489.00
2770914,,2024-10-25,,,57185,5718500721,"AXIS Cash",PUNE,2500.00
2770915,,2024-10-25,,,57188,5718800597,"AXIS Cash",PUNE,4600.00
2770905,,2024-10-25,,,57133,5713300824,"AXIS Cash",NASIK,5500.00
2770906,,2024-10-25,,,57135,5713500584,"AXIS Cash",HYDER,2217.00
2770907,,2024-10-25,,,57137,5713700581,"AXIS Cash",HYDER,1268.00
2770908,,2024-10-25,,,57154,5715400599,"AXIS Cash",PUNE,3000.00
2770909,,2024-10-25,,,57159,5715900146,"AXIS Cash",BANGL,9730.00
2770902,,2024-10-25,,,57128,5712800693,"AXIS Cash",MUMBA,1030.00
2770900,,2024-10-25,,,57111,5711100819,"AXIS Cash",CHENN,3825.00
2770891,,2024-10-25,,,57847,80734452,"AXIS Cash",PANAJ,3900.00
2770892,,2024-10-25,,,57108,81026135,"AXIS Cash",MYSOR,4520.00
2770893,,2024-10-25,,,57187,81049958,"AXIS Cash",BANGL,5420.00
2770894,,2024-10-25,,,57146,82646982,"AXIS Cash",MANGR,4400.00
2770895,,2024-10-25,,,57509,82702156,"AXIS Cash",INDOR,500.00
2770896,,2024-10-25,,,57134,82845642,"AXIS Cash",BANGL,25740.00
2770897,,2024-10-25,,,57115,91358233,"AXIS Cash",HYDER,4500.00
2770898,,2024-10-25,,,57792,525102024,"AXIS Cash",AHDBD,4915.00
2770882,,2024-10-25,,,57147,74914644,"AXIS Cash",BHUBA,3000.00
2770883,,2024-10-25,,,57263,80377023,"AXIS Cash",RANCH,4510.00
2770884,,2024-10-25,,,57127,80684489,"AXIS Cash",JAMSH,3020.00
2770839,,2024-10-25,,,57267,1062463,"AXIS Cash",HUBLI,1000.00
2770840,,2024-10-25,,,57116,2725183,"AXIS Cash",KOCHI,1800.00
2770841,,2024-10-25,,,57816,4177188,"AXIS Cash",BANGL,1000.00
2770842,,2024-10-25,,,57754,32094770,"AXIS Cash",PURNI,3000.00
2770843,,2024-10-25,,,57124,60458806,"AXIS Cash",GUWAH,4650.00
2770844,,2024-10-25,,,57890,60983666,"AXIS Cash",GORAK,5500.00
2770845,,2024-10-25,,,57761,61830109,"AXIS Cash",NAVSA,1206.00
2770846,,2024-10-25,,,57609,64645328,"AXIS Cash",BANGL,4000.00
2773399,,2024-10-25,,,,,SBICASHMIS,,197100.00
2773242,,2024-10-25,,,,,SBICASHMIS,,189640.00
2770922,,2024-10-25,,,57638,5763800399,"AXIS Cash",RAJKO,38706.00
2770923,,2024-10-25,,,57653,5765300393,"AXIS Cash",JAIPU,4920.00
2770924,,2024-10-25,,,57748,5774800312,"AXIS Cash",UDAIP,7127.00
2770927,,2024-10-25,,,57848,5784800144,"AXIS Cash",HYDER,2000.00
2770928,,2024-10-25,,,57162,2099146,"AXIS Cash",CBRAL,8240.00
2770929,,2024-10-25,,,57126,5648924,"AXIS Cash",CBRAL,24565.00
2770930,,2024-10-25,,,57157,62542361,"AXIS Cash",CBRAL,3570.00
2770931,,2024-10-25,,,57131,73997150,"AXIS Cash",CBRAL,5500.00
2770932,,2024-10-25,,,57130,79581265,"AXIS Cash",CBRAL,2510.00
2770933,,2024-10-25,,,57139,5713900673,"AXIS Cash",CBRAL,7295.00
2770934,,2024-10-25,,,57161,5716100703,"AXIS Cash",CBRAL,18321.00
2770935,,2024-10-25,,,57280,5728000448,"AXIS Cash",CBRAL,500.00
2772133,,2024-10-25,,,,,SBICASHMIS,,103500.00
2772134,,2024-10-25,,,,,SBICASHMIS,,112700.00
2772135,,2024-10-25,,,,,SBICASHMIS,,42280.00
2772136,,2024-10-25,,,,,SBICASHMIS,,327000.00
2772137,,2024-10-25,,,,,SBICASHMIS,,83500.00
2772138,,2024-10-25,,,,,SBICASHMIS,,148250.00
2772139,,2024-10-25,,,,,SBICASHMIS,,117500.00
2772140,,2024-10-25,,,,,SBICASHMIS,,245800.00
2772141,,2024-10-25,,,,,SBICASHMIS,,58000.00
2772110,,2024-10-25,,,,,SBICASHMIS,,80000.00
2772111,,2024-10-25,,,,,SBICASHMIS,,284050.00
2771583,,2024-10-25,,,,,SBICASHMIS,,12500.00
2772675,,2024-10-24,,,,,SBICASHMIS,,16000.00
2772676,,2024-10-24,,,,,SBICASHMIS,,6550.00
2772677,,2024-10-24,,,,,SBICASHMIS,,53970.00
2772678,,2024-10-24,,,,,SBICASHMIS,,338100.00
2771308,,2024-10-24,,,57147,74914643,"AXIS Cash",BHUBA,3000.00
2771309,,2024-10-24,,,57513,80330107,"AXIS Cash",KOTA,1500.00
2771310,,2024-10-24,,,57127,80684488,"AXIS Cash",JAMSH,1350.00
2772940,,2024-10-24,,,,,SBICASHMIS,,43720.00
2770344,,2024-10-24,,,57124,60458805,"AXIS Cash",GUWAH,14620.00
2770345,,2024-10-24,,,57890,60983665,"AXIS Cash",GORAK,9000.00
2770346,,2024-10-24,,,57761,61830108,"AXIS Cash",NAVSA,3526.00
2770347,,2024-10-24,,,57839,63591725,"AXIS Cash",SIKAR,4630.00
2770348,,2024-10-24,,,57749,74310010,"AXIS Cash",CHNDI,8500.00
2770349,,2024-10-24,,,57847,80734451,"AXIS Cash",PANAJ,9620.00
2770350,,2024-10-24,,,57531,91720689,"AXIS Cash",CHNDI,3477.00
2770351,,2024-10-24,,,57792,241020245,"AXIS Cash",AHDBD,8647.00
2770352,,2024-10-24,,,57110,5711000698,"AXIS Cash",BAREI,10500.00
2770353,,2024-10-24,,,57111,5711100817,"AXIS Cash",CHENN,2035.00
2770354,,2024-10-24,,,57111,5711100818,"AXIS Cash",CHENN,640.00
2770355,,2024-10-24,,,57133,5713300823,"AXIS Cash",NASIK,8604.00
2770446,,2024-10-24,,,57154,5715400598,"AXIS Cash",PUNE,1500.00
2770447,,2024-10-24,,,57160,5716000438,"AXIS Cash",COIMB,13584.00
2770448,,2024-10-24,,,57167,5716700818,"AXIS Cash",AHDBD,13620.00
2770449,,2024-10-24,,,57168,5716800516,"AXIS Cash",DELHI,3700.00
2770450,,2024-10-24,,,57184,5718400775,"AXIS Cash",CALIC,2199.00
2770451,,2024-10-24,,,57185,5718500720,"AXIS Cash",PUNE,6080.00
2770452,,2024-10-24,,,57188,5718800596,"AXIS Cash",PUNE,1600.00
2770453,,2024-10-24,,,57189,5718900783,"AXIS Cash",HYDER,2853.00
2770454,,2024-10-24,,,57191,5719100239,"AXIS Cash",AHDBD,17933.00
2770455,,2024-10-24,,,57193,5719300427,"AXIS Cash",TRIVA,7270.00
2770456,,2024-10-24,,,57199,5719900766,"AXIS Cash",MYSOR,1894.00
2770457,,2024-10-24,,,57279,5727900399,"AXIS Cash",DELHI,3500.00
2770458,,2024-10-24,,,57292,5729200223,"AXIS Cash",DELHI,10600.00
2770459,,2024-10-24,,,57543,5754300493,"AXIS Cash",DELHI,1148.00
2770460,,2024-10-24,,,57625,5762500477,"AXIS Cash",AJMER,5085.00
2770461,,2024-10-24,,,57791,5779100391,"AXIS Cash",BANGL,6000.00
2770462,,2024-10-24,,,57845,5784500258,"AXIS Cash",MUMBA,4110.00
2770463,,2024-10-24,,,57848,5784800143,"AXIS Cash",HYDER,3170.00
2770464,,2024-10-24,,,57867,5786700233,"AXIS Cash",HYDER,4300.00
2770465,,2024-10-24,,,87636,8763600373,"AXIS Cash",DELHI,4500.00
2770466,,2024-10-24,,,87652,8765200491,"AXIS Cash",AMBAL,5500.00
2770467,,2024-10-24,,,57162,2099145,"AXIS Cash",CBRAL,8500.00
2770468,,2024-10-24,,,57126,5648923,"AXIS Cash",CBRAL,17350.00
2770469,,2024-10-24,,,57157,62542360,"AXIS Cash",CBRAL,670.00
2770470,,2024-10-24,,,57139,5713900672,"AXIS Cash",CBRAL,14997.00
2770471,,2024-10-24,,,57163,5716300503,"AXIS Cash",CBRAL,3000.00
2770472,,2024-10-24,,,57164,5716400519,"AXIS Cash",CBRAL,1700.00
2773546,,2024-10-24,,,,,SBICASHMIS,,38000.00
2773547,,2024-10-24,,,,,SBICASHMIS,,189200.00
2773548,,2024-10-24,,,,,SBICASHMIS,,117000.00
2773549,,2024-10-24,,,,,SBICASHMIS,,98300.00
2773550,,2024-10-24,,,,,SBICASHMIS,,500250.00
2773551,,2024-10-24,,,,,SBICASHMIS,,116900.00
2773552,,2024-10-24,,,,,SBICASHMIS,,361900.00
2773553,,2024-10-24,,,,,SBICASHMIS,,81000.00
2773554,,2024-10-24,,,,,SBICASHMIS,,65500.00
2773555,,2024-10-24,,,,,SBICASHMIS,,48500.00
2770488,,2024-10-24,,,57187,8104957,"AXIS Cash",BANGL,500.00
2771284,,2024-10-24,,,85491,64696108,"AXIS Cash",BANGL,50750.00
2770885,,2024-10-24,,,57108,81026134,"AXIS Cash",MYSOR,5700.00
2770886,,2024-10-24,,,57146,82646981,"AXIS Cash",MANGR,4163.00
2770887,,2024-10-24,,,57508,82702020,"AXIS Cash",INDOR,500.00
2770888,,2024-10-24,,,57509,82702155,"AXIS Cash",INDOR,2500.00
2770889,,2024-10-24,,,57220,82707056,"AXIS Cash",BHOPA,2890.00
2770890,,2024-10-24,,,57115,91358232,"AXIS Cash",HYDER,8800.00
2771285,,2024-10-23,,,57188,5718800595,"AXIS Cash",PUNE,7500.00
2771286,,2024-10-23,,,57189,5718900752,"AXIS Cash",HYDER,978.00
2770987,,2024-10-23,,,57543,5754300492,"AXIS Cash",DELHI,5800.00
2770988,,2024-10-23,,,57116,2725182,"AXIS Cash",KOCHI,3370.00
2770989,,2024-10-23,,,57174,5084620,"AXIS Cash",BANGL,1100.00
2770990,,2024-10-23,,,57754,32094769,"AXIS Cash",PURNI,5000.00
2770991,,2024-10-23,,,57833,57592241,"AXIS Cash",SRIGA,2000.00
2770992,,2024-10-23,,,57124,60458804,"AXIS Cash",GUWAH,2900.00
2770993,,2024-10-23,,,57839,63591724,"AXIS Cash",SIKAR,3100.00
2770994,,2024-10-23,,,57749,74310009,"AXIS Cash",CHNDI,3500.00
2770995,,2024-10-23,,,57147,74914642,"AXIS Cash",BHUBA,1500.00
2770996,,2024-10-23,,,57120,79142768,"AXIS Cash",BANGL,100.00
2770997,,2024-10-23,,,57513,80330106,"AXIS Cash",KOTA,500.00
2770998,,2024-10-23,,,57127,80684487,"AXIS Cash",JAMSH,1900.00
2770999,,2024-10-23,,,57847,80759775,"AXIS Cash",PANAJ,1200.00
2771000,,2024-10-23,,,57108,81026133,"AXIS Cash",MYSOR,1500.00
2771001,,2024-10-23,,,57187,81049956,"AXIS Cash",BANGL,1100.00
2771002,,2024-10-23,,,57146,82646980,"AXIS Cash",MANGR,7790.00
2771003,,2024-10-23,,,57220,82707055,"AXIS Cash",BHOPA,3880.00
2771004,,2024-10-23,,,57134,82845641,"AXIS Cash",BANGL,4450.00
2771005,,2024-10-23,,,57154,571540597,"AXIS Cash",PUNE,10520.00
2771006,,2024-10-23,,,57867,578670023,"AXIS Cash",HYDER,2900.00
2771007,,2024-10-23,,,57110,5711000697,"AXIS Cash",BAREI,3070.00
2771008,,2024-10-23,,,57133,5713300822,"AXIS Cash",NASIK,7650.00
2771009,,2024-10-23,,,57135,5713500583,"AXIS Cash",HYDER,1270.00
2771010,,2024-10-23,,,57137,5713700580,"AXIS Cash",HYDER,2738.00
2771011,,2024-10-23,,,57144,5714400480,"AXIS Cash",CHENN,2500.00
2771012,,2024-10-23,,,57159,5715900145,"AXIS Cash",BANGL,2670.00
2771013,,2024-10-23,,,57160,5716000437,"AXIS Cash",COIMB,8000.00
2771014,,2024-10-23,,,57167,5716700817,"AXIS Cash",AHDBD,16950.00
2771015,,2024-10-23,,,57638,5763800398,"AXIS Cash",RAJKO,3727.00
2771016,,2024-10-23,,,57653,5765300392,"AXIS Cash",JAIPU,500.00
2771017,,2024-10-23,,,57815,5781500432,"AXIS Cash",JAIPU,500.00
2771018,,2024-10-23,,,57883,5788300427,"AXIS Cash",DURGA,1600.00
2771019,,2024-10-23,,,57126,5648922,"AXIS Cash",CBRAL,7520.00
2771020,,2024-10-23,,,57157,5715700676,"AXIS Cash",CBRAL,650.00
2771021,,2024-10-23,,,57280,5728000446,"AXIS Cash",CBRAL,858.00
2773375,,2024-10-23,,,,,SBICASHMIS,,278500.00
2770441,,2024-10-23,,,57131,73997149,"AXIS Cash",CBRAL,25000.00
2770442,,2024-10-23,,,57164,5716400518,"AXIS Cash",CBRAL,7700.00
2770443,,2024-10-23,,,57185,5718500719,"AXIS Cash",PUNE,10020.00
2770444,,2024-10-23,,,57193,5719300426,"AXIS Cash",TRIVA,399.00
2770445,,2024-10-23,,,57217,5721700420,"AXIS Cash",DELHI,4000.00
2770330,,2024-10-23,,,57625,5762500476,"AXIS Cash",AJMER,11552.00
2771287,,2024-10-23,,,57199,5719900764,"AXIS Cash",MYSOR,10332.00
2771288,,2024-10-23,,,57199,5719900765,"AXIS Cash",MYSOR,1368.00
2771289,,2024-10-23,,,57200,5720000255,"AXIS Cash",LUCKN,7200.00
2771290,,2024-10-23,,,57292,5729200222,"AXIS Cash",DELHI,8500.00
2772674,,2024-10-23,,,,,SBICASHMIS,,121500.00
2771570,,2024-10-23,,,,,SBICASHMIS,,49000.00
2771571,,2024-10-23,,,,,SBICASHMIS,,8500.00
2771572,,2024-10-23,,,,,SBICASHMIS,,54000.00
2771573,,2024-10-23,,,,,SBICASHMIS,,76100.00
2771574,,2024-10-23,,,,,SBICASHMIS,,7500.00
2771575,,2024-10-23,,,,,SBICASHMIS,,6500.00
2771576,,2024-10-23,,,,,SBICASHMIS,,48500.00
2771564,,2024-10-23,,,,,SBICASHMIS,,5860.00
2771565,,2024-10-23,,,,,SBICASHMIS,,154250.00
2771566,,2024-10-23,,,,,SBICASHMIS,,351900.00
2771567,,2024-10-23,,,,,SBICASHMIS,,281640.00
2771568,,2024-10-23,,,,,SBICASHMIS,,19500.00
2771569,,2024-10-23,,,,,SBICASHMIS,,411650.00
2770624,,2024-10-23,,,57621,5762100374,"AXIS Cash",AHDBD,18387.00
2771577,,2024-10-22,,,,,SBICASHMIS,,170500.00
2771578,,2024-10-22,,,,,SBICASHMIS,,35750.00
2771579,,2024-10-22,,,,,SBICASHMIS,,64755.00
2772879,,2024-10-22,,,,,SBICASHMIS,,83000.00
2772990,,2024-10-22,,,,,SBICASHMIS,,25000.00
2773118,,2024-10-22,,,,,SBICASHMIS,,546600.00
2773119,,2024-10-22,,,,,SBICASHMIS,,91450.00
2773120,,2024-10-22,,,,,SBICASHMIS,,640600.00
2770331,,2024-10-22,,,57787,5778700419,"AXIS Cash",CALCU,3500.00
2770332,,2024-10-22,,,57845,5784500257,"AXIS Cash",MUMBA,3550.00
2770333,,2024-10-22,,,57162,2099143,"AXIS Cash",CBRAL,1050.00
2770334,,2024-10-22,,,57126,5648921,"AXIS Cash",CBRAL,6200.00
2770335,,2024-10-22,,,57267,1062462,"AXIS Cash",HUBLI,2600.00
2770336,,2024-10-22,,,57116,2725181,"AXIS Cash",KOCHI,540.00
2770337,,2024-10-22,,,57124,60458803,"AXIS Cash",GUWAH,2100.00
2770338,,2024-10-22,,,57625,5762500475,"AXIS Cash",AJMER,16845.00
2770339,,2024-10-22,,,57638,5763800397,"AXIS Cash",RAJKO,13101.00
2770311,,2024-10-22,,,57115,91358231,"AXIS Cash",HYDER,9660.00
2770312,,2024-10-22,,,57200,572000245,"AXIS Cash",LUCKN,2200.00
2770313,,2024-10-22,,,57653,576530038,"AXIS Cash",JAIPU,3570.00
2770314,,2024-10-22,,,57111,5711100816,"AXIS Cash",CHENN,1880.00
2770315,,2024-10-22,,,57128,5712800691,"AXIS Cash",MUMBA,1060.00
2770316,,2024-10-22,,,57129,5712900710,"AXIS Cash",BANGL,4010.00
2770317,,2024-10-22,,,57137,5713700579,"AXIS Cash",HYDER,3000.00
2770318,,2024-10-22,,,57144,5714400479,"AXIS Cash",CHENN,12000.00
2770319,,2024-10-22,,,57159,5715900144,"AXIS Cash",BANGL,3250.00
2770320,,2024-10-22,,,57160,5716000436,"AXIS Cash",COIMB,3563.00
2770321,,2024-10-22,,,57167,5716700816,"AXIS Cash",AHDBD,1780.00
2770322,,2024-10-22,,,57168,5716800515,"AXIS Cash",DELHI,10950.00
2770323,,2024-10-22,,,57184,5718400773,"AXIS Cash",CALIC,2137.00
2770324,,2024-10-22,,,57184,5718400774,"AXIS Cash",CALIC,3500.00
2770325,,2024-10-22,,,57185,5718500718,"AXIS Cash",PUNE,8500.00
2770326,,2024-10-22,,,57188,5718800594,"AXIS Cash",PUNE,10000.00
2770327,,2024-10-22,,,57189,5718900781,"AXIS Cash",HYDER,28039.00
2770328,,2024-10-22,,,57193,5719300425,"AXIS Cash",TRIVA,1796.00
2770329,,2024-10-22,,,57543,5754300491,"AXIS Cash",DELHI,5320.00
2770473,,2024-10-22,,,57280,46890366,"AXIS Cash",CBRAL,2453.00
2773345,,2024-10-22,,,,,SBICASHMIS,,51500.00
2773483,,2024-10-22,,,,,SBICASHMIS,,185000.00
2773484,,2024-10-22,,,,,SBICASHMIS,,43200.00
2773485,,2024-10-22,,,,,SBICASHMIS,,66500.00
2773486,,2024-10-22,,,,,SBICASHMIS,,51500.00
2773487,,2024-10-22,,,,,SBICASHMIS,,40000.00
2773488,,2024-10-22,,,,,SBICASHMIS,,61000.00
2773489,,2024-10-22,,,,,SBICASHMIS,,37500.00
2769771,,2024-10-22,,,85491,64696107,"AXIS Cash",BANGL,25600.00
2769772,,2024-10-22,,,57748,5774800311,"AXIS Cash",UDAIP,7564.00
2769773,,2024-10-22,,,57152,60792863,"AXIS Cash",CBRAL,3372.00
2769774,,2024-10-22,,,57157,62542358,"AXIS Cash",CBRAL,1000.00
2769775,,2024-10-22,,,57139,5713900671,"AXIS Cash",CBRAL,450.00
2769776,,2024-10-22,,,57161,5716100702,"AXIS Cash",CBRAL,5700.00
2769777,,2024-10-22,,,57164,5716400517,"AXIS Cash",CBRAL,2520.00
2769778,,2024-10-22,,,57890,60983664,"AXIS Cash",GORAK,8342.00
2769779,,2024-10-22,,,87301,61725101,"AXIS Cash",CHNDI,5500.00
2769780,,2024-10-22,,,57609,64645327,"AXIS Cash",BANGL,2500.00
2769781,,2024-10-22,,,57528,71890098,"AXIS Cash",KOTA,23086.00
2769782,,2024-10-22,,,57749,74310008,"AXIS Cash",CHNDI,6850.00
2769783,,2024-10-22,,,57147,74914641,"AXIS Cash",BHUBA,8000.00
2769784,,2024-10-22,,,57120,79142767,"AXIS Cash",BANGL,1000.00
2769785,,2024-10-22,,,57513,80330105,"AXIS Cash",KOTA,8100.00
2769786,,2024-10-22,,,57847,80759774,"AXIS Cash",PANAJ,600.00
2769787,,2024-10-22,,,57108,81026132,"AXIS Cash",MYSOR,5500.00
2769788,,2024-10-22,,,57146,82646979,"AXIS Cash",MANGR,4650.00
2769789,,2024-10-22,,,57220,82707054,"AXIS Cash",BHOPA,3750.00
2773416,,2024-10-21,,,,,SBICASHMIS,,127800.00
2771460,,2024-10-21,,,,,SBICASHMIS,,18500.00
2771461,,2024-10-21,,,,,SBICASHMIS,,676750.00
2771462,,2024-10-21,,,,,SBICASHMIS,,102100.00
2771463,,2024-10-21,,,,,SBICASHMIS,,260300.00
2771464,,2024-10-21,,,,,SBICASHMIS,,78250.00
2771465,,2024-10-21,,,,,SBICASHMIS,,146550.00
2769728,,2024-10-21,,,57116,2725180,"AXIS Cash",KOCHI,500.00
2769385,,2024-10-21,,,57754,32094768,"AXIS Cash",PURNI,2000.00
2771185,,2024-10-21,,,57124,60458802,"AXIS Cash",GUWAH,34500.00
2771186,,2024-10-21,,,57890,60983663,"AXIS Cash",GORAK,2534.00
2771187,,2024-10-21,,,57761,61830107,"AXIS Cash",NAVSA,3120.00
2771188,,2024-10-21,,,87301,61956150,"AXIS Cash",CHNDI,1000.00
2771189,,2024-10-21,,,57839,63591723,"AXIS Cash",SIKAR,15840.00
2771190,,2024-10-21,,,57749,74310007,"AXIS Cash",CHNDI,5104.00
2771191,,2024-10-21,,,57147,74914640,"AXIS Cash",BHUBA,15000.00
2771192,,2024-10-21,,,57120,79142766,"AXIS Cash",BANGL,21500.00
2771193,,2024-10-21,,,57513,80330104,"AXIS Cash",KOTA,4700.00
2771194,,2024-10-21,,,57263,80377022,"AXIS Cash",RANCH,10000.00
2771195,,2024-10-21,,,57127,80684486,"AXIS Cash",JAMSH,12200.00
2771196,,2024-10-21,,,57847,80759773,"AXIS Cash",PANAJ,500.00
2771197,,2024-10-21,,,57108,81026131,"AXIS Cash",MYSOR,5300.00
2771198,,2024-10-21,,,57187,81049955,"AXIS Cash",BANGL,500.00
2771199,,2024-10-21,,,57146,82646978,"AXIS Cash",MANGR,8075.00
2772939,,2024-10-21,,,,,SBICASHMIS,,411840.00
2773038,,2024-10-21,,,,,SBICASHMIS,,277250.00
2772986,,2024-10-21,,,,,SBICASHMIS,,505000.00
2772987,,2024-10-21,,,,,SBICASHMIS,,379850.00
2772988,,2024-10-21,,,,,SBICASHMIS,,83100.00
2772989,,2024-10-21,,,,,SBICASHMIS,,15000.00
2772877,,2024-10-21,,,,,SBICASHMIS,,643500.00
2772878,,2024-10-21,,,,,SBICASHMIS,,121100.00
2771133,,2024-10-21,,,57160,5716000435,"AXIS Cash",COIMB,21765.00
2771134,,2024-10-21,,,57165,5716500291,"AXIS Cash",REWA,12700.00
2771135,,2024-10-21,,,57167,5716700813,"AXIS Cash",AHDBD,4270.00
2771136,,2024-10-21,,,57167,5716700814,"AXIS Cash",AHDBD,2610.00
2771137,,2024-10-21,,,57167,5716700815,"AXIS Cash",AHDBD,30350.00
2771138,,2024-10-21,,,57168,5716800514,"AXIS Cash",DELHI,18380.00
2771139,,2024-10-21,,,57185,5718500717,"AXIS Cash",PUNE,20230.00
2771140,,2024-10-21,,,57188,5718800593,"AXIS Cash",PUNE,3800.00
2771141,,2024-10-21,,,57189,5718900780,"AXIS Cash",HYDER,4274.00
2771142,,2024-10-21,,,57190,5719000492,"AXIS Cash",SURAT,50906.00
2771143,,2024-10-21,,,57191,5719100238,"AXIS Cash",AHDBD,15771.00
2771144,,2024-10-21,,,57193,5719300424,"AXIS Cash",TRIVA,1528.00
2771145,,2024-10-21,,,57194,5719400495,"AXIS Cash",LUCKN,43400.00
2771146,,2024-10-21,,,57197,5719700239,"AXIS Cash",PATNA,5500.00
2771147,,2024-10-21,,,57199,5719900761,"AXIS Cash",MYSOR,4677.00
2771148,,2024-10-21,,,57199,5719900762,"AXIS Cash",MYSOR,4233.00
2771149,,2024-10-21,,,57199,5719900763,"AXIS Cash",MYSOR,4943.00
2771150,,2024-10-21,,,57217,5721700419,"AXIS Cash",DELHI,2000.00
2771151,,2024-10-21,,,57292,5729200221,"AXIS Cash",DELHI,2700.00
2771152,,2024-10-21,,,57543,5754300490,"AXIS Cash",DELHI,3350.00
2771153,,2024-10-21,,,57621,5762100373,"AXIS Cash",AHDBD,26144.00
2771154,,2024-10-21,,,57625,5762500474,"AXIS Cash",AJMER,8776.00
2771155,,2024-10-21,,,57638,5763800396,"AXIS Cash",RAJKO,7587.00
2771156,,2024-10-21,,,57653,5765300389,"AXIS Cash",JAIPU,1810.00
2771157,,2024-10-21,,,57748,5774800310,"AXIS Cash",UDAIP,7272.00
2771158,,2024-10-21,,,57787,5778700417,"AXIS Cash",CALCU,660.00
2771159,,2024-10-21,,,57787,5778700418,"AXIS Cash",CALCU,1000.00
2771160,,2024-10-21,,,57794,5779400412,"AXIS Cash",DEHRA,5517.00
2771161,,2024-10-21,,,57794,5779400413,"AXIS Cash",DEHRA,2716.00
2771162,,2024-10-21,,,57815,5781500431,"AXIS Cash",JAIPU,1100.00
2771163,,2024-10-21,,,57845,5784500256,"AXIS Cash",MUMBA,4670.00
2771164,,2024-10-21,,,57848,5784800142,"AXIS Cash",HYDER,1350.00
2771165,,2024-10-21,,,57867,5786700231,"AXIS Cash",HYDER,3500.00
2771166,,2024-10-21,,,57883,5788300425,"AXIS Cash",DURGA,1005.00
2771167,,2024-10-21,,,57883,5788300426,"AXIS Cash",DURGA,120.00
2771168,,2024-10-21,,,87636,8763600372,"AXIS Cash",DELHI,8680.00
2771169,,2024-10-21,,,87652,8765200490,"AXIS Cash",AMBAL,3600.00
2771170,,2024-10-21,,,57153,644176,"AXIS Cash",CBRAL,27250.00
2771171,,2024-10-21,,,57162,2099142,"AXIS Cash",CBRAL,1130.00
2771172,,2024-10-21,,,57126,5648920,"AXIS Cash",CBRAL,36305.00
2771173,,2024-10-21,,,57180,47341351,"AXIS Cash",CBRAL,4216.00
2771174,,2024-10-21,,,57152,60792862,"AXIS Cash",CBRAL,9017.00
2771175,,2024-10-21,,,57157,62542357,"AXIS Cash",CBRAL,4680.00
2771176,,2024-10-21,,,57131,73997148,"AXIS Cash",CBRAL,16000.00
2771177,,2024-10-21,,,57183,79942120,"AXIS Cash",CBRAL,13770.00
2771178,,2024-10-21,,,57180,473413511,"AXIS Cash",CBRAL,7861.00
2771179,,2024-10-21,,,57139,5713900670,"AXIS Cash",CBRAL,16078.00
2771180,,2024-10-21,,,57161,5716100701,"AXIS Cash",CBRAL,69445.00
2771181,,2024-10-21,,,57163,5716300502,"AXIS Cash",CBRAL,2100.00
